consent_id,client_id,collecting_org_id,dsa_id,consent_type,status,legal_basis,purpose_codes,data_categories,sharing_scope_type,sharing_scope_agency_ids,given_date,effective_date,expiry_date,withdrawal_date,superseded_date,consent_source,obtained_by_user_id,witness_user_id,consent_document_ref,notes
CNS-00743,CLI-0517,ORG-0008,4,coordinated_access,active,pipa_and_foippa,"case_mgmt,reporting,coordinated_access","mental_health,financial",all_dsa_agencies,,2024-06-13,2024-06-13,2026-01-21,,,portal,USR-001,,DOC-66316,
CNS-00744,CLI-0518,ORG-0007,1,explicit,active,pipa_and_foippa,"reporting,case_mgmt,referrals","demographics,family,substance_use,mental_health",all_dsa_agencies,,2025-07-09,2025-07-09,2027-05-19,,,portal,USR-039,,DOC-33270,
CNS-00745,CLI-0519,ORG-0003,4,explicit,active,foippa,"coordinated_access,referrals",medical,single_agency_only,,2024-07-26,2024-07-26,2025-02-01,,,portal,USR-024,,DOC-40100,RED_FLAG: scope_mismatch_seeded
CNS-00746,CLI-0519,ORG-0008,4,inherited,active,indigenous_governance,"coordinated_access,reporting,research","financial,family,housing_status",single_agency_only,,2023-12-01,2023-12-01,2025-05-21,,,portal,USR-034,USR-018,DOC-42558,
CNS-00747,CLI-0519,ORG-0009,1,explicit,active,pipa,"reporting,coordinated_access","housing_status,demographics,substance_use,family",all_dsa_agencies,,2025-10-07,2025-10-07,2027-08-02,,,verbal_logged,USR-027,,DOC-65453,
CNS-00748,CLI-0520,ORG-0004,4,explicit,expired,pipa,"case_mgmt,research,coordinated_access",medical,limited_agencies,"ORG-0002,ORG-0004,ORG-0008",2023-03-17,2023-03-17,2023-06-17,,,portal,USR-031,,DOC-70746,
CNS-00749,CLI-0520,ORG-0005,1,coordinated_access,active,pipa_and_foippa,"research,case_mgmt,referrals","financial,housing_status,demographics",limited_agencies,"ORG-0008,ORG-0007,ORG-0004",2024-07-20,2024-07-20,2025-07-22,,,paper,USR-008,USR-005,DOC-90729,
CNS-00750,CLI-0521,ORG-0009,3,coordinated_access,expired,pipa_and_foippa,case_mgmt,substance_use,all_dsa_agencies,,2023-07-24,2023-07-24,2023-08-26,,,verbal_logged,USR-038,,DOC-83948,
CNS-00751,CLI-0521,ORG-0003,3,coordinated_access,withdrawn,foippa_statutory,"coordinated_access,research,case_mgmt","mental_health,medical,demographics,housing_status",all_dsa_agencies,,2024-12-30,2024-12-30,2025-11-04,2025-06-26,,verbal_logged,USR-001,,DOC-59502,
CNS-00752,CLI-0521,ORG-0004,2,explicit,active,foippa_statutory,"reporting,research,coordinated_access","mental_health,demographics",no_sharing,,2025-05-11,2025-05-11,2027-02-19,,,digital_form,USR-018,,DOC-62128,
CNS-00753,CLI-0522,ORG-0005,2,explicit,active,pipa,reporting,"substance_use,financial,demographics",single_agency_only,,2025-03-30,2025-03-30,2026-12-29,,,verbal_logged,USR-025,,DOC-99859,
CNS-00754,CLI-0523,ORG-0004,1,coordinated_access,active,pipa_and_foippa,"reporting,referrals,research",medical,limited_agencies,"ORG-0007,ORG-0001,ORG-0006",2023-10-06,2023-10-06,2025-03-02,,,portal,USR-012,USR-015,DOC-47963,
CNS-00755,CLI-9602,ORG-0002,3,explicit,active,pipa_and_foippa,reporting,"substance_use,demographics",limited_agencies,"ORG-0007,ORG-0005,ORG-0008",2025-06-09,2025-06-09,2025-12-06,,,portal,USR-024,,DOC-26522,
CNS-00756,CLI-0525,ORG-0009,4,declined_anonymous,active,indigenous_governance,"coordinated_access,referrals,case_mgmt",housing_status,all_dsa_agencies,,2023-02-22,2023-02-22,2025-02-13,2023-05-01,,verbal_logged,USR-035,,DOC-52293,RED_FLAG: ocap_override_ignored
CNS-00757,CLI-0526,ORG-0004,1,explicit,withdrawn,foippa,"referrals,reporting,research",substance_use,limited_agencies,"ORG-0004,ORG-0002,ORG-0001,ORG-0009",2024-09-07,2024-09-07,2025-10-02,2025-03-01,,digital_form,USR-005,,DOC-44651,
CNS-00758,CLI-0527,ORG-0006,1,explicit,active,indigenous_governance,"reporting,case_mgmt,coordinated_access",housing_status,anonymous_only,,2023-09-01,2023-09-01,2024-08-24,,,verbal_logged,USR-007,,DOC-26934,
CNS-00759,CLI-0528,ORG-0007,3,explicit,active,indigenous_governance,coordinated_access,"demographics,family",all_dsa_agencies,,2025-03-14,2025-03-14,2026-10-15,,,paper,USR-014,,DOC-76204,
CNS-00760,CLI-0529,ORG-0009,2,inherited,superseded,pipa,"coordinated_access,referrals,case_mgmt",financial,all_dsa_agencies,,2025-08-04,2025-08-04,2026-07-28,,2026-02-11,paper,USR-001,999,DOC-22118,
CNS-00761,CLI-0530,ORG-0006,4,implied,active,foippa,"reporting,case_mgmt","mental_health,substance_use",single_agency_only,,2026-02-08,2026-02-08,2028-01-25,,,verbal_logged,USR-003,USR-024,DOC-28515,RED_FLAG: implied_consent_sensitive
CNS-00762,CLI-0531,ORG-0007,1,explicit,withdrawn,foippa,"research,coordinated_access,case_mgmt","medical,mental_health",anonymous_only,,2026-01-09,2026-01-09,2027-04-22,2026-04-18,,digital_form,USR-009,,DOC-52771,
CNS-00763,CLI-0531,ORG-0007,4,implied,active,pipa,"case_mgmt,reporting","mental_health,substance_use",single_agency_only,,2024-01-19,2024-01-19,2024-10-03,,,portal,USR-029,,DOC-23782,RED_FLAG: implied_consent_sensitive
CNS-00764,CLI-0531,ORG-0003,2,explicit,superseded,foippa,"coordinated_access,case_mgmt","substance_use,financial,housing_status",no_sharing,,2025-04-24,2025-04-24,2026-12-03,,2025-09-24,paper,USR-027,,DOC-55653,
CNS-00765,CLI-0532,ORG-0006,1,implied,expired,pipa_and_foippa,"coordinated_access,research,referrals","mental_health,substance_use",all_dsa_agencies,,2023-08-12,2023-08-12,2024-05-20,,,paper,USR-025,,DOC-55405,RED_FLAG: implied_consent_sensitive
CNS-00766,CLI-0532,ORG-0006,4,explicit,withdrawn,pipa,"referrals,reporting,research","mental_health,family",all_dsa_agencies,,2023-03-09,2023-03-09,2024-09-23,2025-07-26,,paper,USR-003,,DOC-33802,
CNS-00767,CLI-0533,ORG-0009,1,implied,active,indigenous_governance,"research,case_mgmt,coordinated_access","medical,housing_status",all_dsa_agencies,,2023-05-16,2023-05-16,2025-03-04,,,digital_form,USR-013,,DOC-95214,
CNS-00768,CLI-0533,ORG-0002,3,opt_out,superseded,pipa_and_foippa,"coordinated_access,case_mgmt,referrals","housing_status,demographics,family",limited_agencies,"ORG-0009,ORG-0003,ORG-0005",2023-05-29,2023-05-29,2024-10-07,,2024-07-06,portal,USR-012,USR-036,DOC-89074,
CNS-00769,CLI-0534,ORG-0004,3,implied,active,foippa,"research,case_mgmt,coordinated_access","medical,mental_health,financial,substance_use",all_dsa_agencies,,2023-12-18,2023-12-18,2025-11-26,,,verbal_logged,USR-004,,DOC-47819,
CNS-00770,CLI-0535,ORG-0003,1,explicit,active,foippa,"coordinated_access,research","family,housing_status",all_dsa_agencies,,2025-08-24,2025-08-24,2026-07-04,,,portal,USR-012,,DOC-91219,
CNS-00771,CLI-0536,ORG-0007,3,explicit,active,indigenous_governance,"referrals,research,reporting","financial,mental_health,housing_status,substance_use",all_dsa_agencies,,2023-12-27,2023-12-27,2024-12-28,,,portal,USR-038,,DOC-50543,RED_FLAG: ocap_override_ignored
CNS-00772,CLI-0537,ORG-0007,2,explicit,active,pipa,"referrals,case_mgmt","financial,medical",all_dsa_agencies,,2023-08-25,2023-08-25,2024-10-21,,,paper,USR-007,,DOC-70512,
CNS-00773,CLI-0537,ORG-0007,2,explicit,active,pipa,"referrals,research,case_mgmt","demographics,family",limited_agencies,"ORG-0001,ORG-0009,ORG-0002,ORG-0006",2023-02-21,2023-02-21,2023-09-05,,,digital_form,USR-025,Unknown,DOC-82343,
CNS-00774,CLI-0538,ORG-0003,2,explicit,active,indigenous_governance,"referrals,coordinated_access,case_mgmt","housing_status,financial",limited_agencies,"ORG-0002,ORG-0001,ORG-0004,ORG-0005",2025-02-28,2025-02-28,2025-10-17,,,portal,USR-005,,DOC-95301,
CNS-00775,CLI-0539,ORG-0004,3,coordinated_access,withdrawn,pipa_and_foippa,coordinated_access,"substance_use,medical,mental_health",no_sharing,,2024-12-01,2024-12-01,2026-07-22,2026-01-25,,portal,USR-024,USR-033,DOC-82553,
CNS-00776,CLI-0540,ORG-0009,4,explicit,active,indigenous_governance,"case_mgmt,referrals,reporting","financial,substance_use,mental_health",limited_agencies,"ORG-0002,ORG-0009,ORG-0005",2025-05-15,2025-05-15,2026-09-09,,,portal,USR-008,,DOC-80154,
CNS-00777,CLI-0540,ORG-0002,3,coordinated_access,active,pipa,"reporting,case_mgmt","family,financial",anonymous_only,,2025-03-10,2025-03-10,2025-10-21,,,verbal_logged,USR-008,,DOC-99921,
CNS-00778,CLI-0540,ORG-0008,1,opt_out,withdrawn,pipa_and_foippa,case_mgmt,"family,financial,housing_status",single_agency_only,,2023-01-03,2023-01-03,2023-08-07,2025-02-18,,digital_form,USR-007,,DOC-73791,
CNS-00779,CLI-0541,ORG-0005,3,explicit,withdrawn,pipa,"referrals,case_mgmt,research","medical,financial,family",all_dsa_agencies,,2025-07-23,2025-07-23,2026-12-06,2026-02-16,,digital_form,USR-018,,DOC-90772,
CNS-00780,CLI-0542,ORG-0003,1,implied,withdrawn,pipa,"case_mgmt,referrals",medical,all_dsa_agencies,,2026-02-18,2026-02-18,2027-08-22,2026-03-26,,paper,USR-039,,DOC-21434,
CNS-00781,CLI-0543,ORG-0005,3,explicit,expired,pipa_and_foippa,case_mgmt,"financial,demographics",all_dsa_agencies,,2024-02-23,2024-02-23,2024-02-24,,,paper,USR-033,USR-029,DOC-51864,
CNS-00782,CLI-0543,ORG-0005,4,explicit,active,pipa_and_foippa,coordinated_access,"mental_health,financial",single_agency_only,,2025-06-08,2025-06-08,2027-03-11,,,verbal_logged,USR-038,,DOC-82198,
CNS-00783,CLI-0544,ORG-0008,2,explicit,active,foippa,"case_mgmt,referrals,reporting","family,medical,housing_status,substance_use",limited_agencies,"ORG-0006,ORG-0007,ORG-0002,ORG-0004",2023-04-22,2023-04-22,2024-04-20,,,verbal_logged,USR-009,,DOC-50775,
CNS-00784,CLI-0544,ORG-0001,2,coordinated_access,active,foippa,"research,referrals,case_mgmt","mental_health,family,financial,demographics",all_dsa_agencies,,2024-03-23,2024-03-23,2025-09-05,,,verbal_logged,USR-030,,DOC-53929,
CNS-00785,CLI-0545,ORG-0001,4,explicit,withdrawn,pipa_and_foippa,"referrals,reporting,coordinated_access","mental_health,family",no_sharing,,2024-07-14,2024-07-14,2025-11-20,2026-01-26,,paper,USR-020,,DOC-23574,
CNS-00786,CLI-0546,ORG-0005,4,explicit,active,pipa,reporting,"housing_status,demographics,mental_health",all_dsa_agencies,,2024-11-22,2024-11-22,2025-10-28,,,verbal_logged,USR-017,,DOC-61577,
CNS-00787,CLI-0547,ORG-0004,3,explicit,active,pipa,research,medical,limited_agencies,"ORG-0005,ORG-0009",2024-05-19,2024-05-19,2025-07-08,,,paper,USR-022,,DOC-14985,
CNS-00788,CLI-0548,ORG-0004,3,explicit,superseded,pipa,coordinated_access,"financial,mental_health",all_dsa_agencies,,2023-03-30,2023-03-30,2023-10-03,,2024-05-05,paper,USR-022,N/A,DOC-23960,
CNS-00789,CLI-0549,ORG-0006,3,implied,expired,pipa,"research,case_mgmt,coordinated_access","mental_health,financial",no_sharing,,2024-09-27,2024-09-27,2025-07-03,,,paper,USR-034,USR-030,DOC-64604,
CNS-00790,CLI-0549,ORG-0008,1,explicit,superseded,pipa,coordinated_access,"financial,substance_use",all_dsa_agencies,,2026-03-19,2026-03-19,2027-12-08,,2026-04-04,digital_form,USR-033,,DOC-74259,
CNS-00791,CLI-0550,ORG-0005,3,explicit,superseded,pipa_and_foippa,reporting,medical,all_dsa_agencies,,2024-01-14,2024-01-14,2025-10-29,,2024-07-04,paper,USR-017,,DOC-44437,
CNS-00792,CLI-0551,ORG-0006,2,declined_anonymous,active,foippa,"research,coordinated_access",demographics,all_dsa_agencies,,2023-06-11,2023-06-11,2024-08-03,,,paper,USR-012,,DOC-31632,
CNS-00793,CLI-0551,ORG-0002,2,implied,active,pipa_and_foippa,"case_mgmt,research,reporting","substance_use,family,housing_status,demographics",single_agency_only,,2024-04-16,2024-04-16,2025-10-18,,,digital_form,USR-018,,DOC-32175,
CNS-00794,CLI-0551,ORG-0006,1,explicit,active,pipa,coordinated_access,"financial,medical",single_agency_only,,2023-06-09,2023-06-09,2025-02-21,,,verbal_logged,USR-008,,DOC-27531,
CNS-00795,CLI-0552,ORG-0006,1,coordinated_access,active,pipa,"reporting,case_mgmt,referrals",substance_use,all_dsa_agencies,,2025-06-11,2025-06-11,2026-05-22,,,portal,USR-023,,DOC-89604,
CNS-00796,CLI-0553,ORG-0007,3,coordinated_access,superseded,pipa_and_foippa,"reporting,coordinated_access",family,limited_agencies,"ORG-0005,ORG-0007",2025-02-25,2025-02-25,2026-12-22,,2025-08-26,paper,USR-027,,DOC-70356,
CNS-00797,CLI-0553,ORG-0004,1,explicit,superseded,foippa,"coordinated_access,case_mgmt","financial,medical,mental_health",all_dsa_agencies,,2025-04-17,2025-04-17,2027-03-15,,2025-05-02,digital_form,USR-007,,DOC-81764,
CNS-00798,CLI-0553,ORG-0006,1,implied,active,foippa,case_mgmt,"medical,substance_use",limited_agencies,"ORG-0009,ORG-0005",2024-01-23,2024-01-23,2025-04-24,,,digital_form,USR-039,,DOC-81907,
CNS-00799,CLI-0554,ORG-0008,3,explicit,active,pipa,"reporting,referrals","medical,mental_health,substance_use",all_dsa_agencies,,2024-01-17,2024-01-17,2025-03-26,,,verbal_logged,USR-033,,DOC-17397,
CNS-00800,CLI-0555,ORG-0009,4,inherited,expired,foippa,reporting,family,single_agency_only,,2025-06-13,2025-06-13,2025-10-25,,,portal,USR-032,USR-014,DOC-73071,
CNS-00801,CLI-0556,ORG-0001,4,coordinated_access,active,indigenous_governance,"referrals,coordinated_access,research","mental_health,housing_status,demographics,financial",all_dsa_agencies,,2024-08-20,2024-08-20,2025-05-01,,,paper,USR-007,,DOC-50271,
CNS-00802,CLI-0556,ORG-0002,2,explicit,active,pipa,"referrals,research",family,single_agency_only,,2024-06-05,2024-06-05,2025-06-07,,,paper,USR-011,,DOC-59500,
CNS-00803,CLI-0557,ORG-0001,2,implied,active,foippa,coordinated_access,"family,housing_status",single_agency_only,,2025-01-05,2025-01-05,2026-10-19,,,digital_form,USR-032,,DOC-27459,RED_FLAG: scope_mismatch_seeded
CNS-00804,CLI-0558,ORG-0009,3,explicit,active,foippa_statutory,"case_mgmt,referrals,research","mental_health,housing_status,substance_use,demographics",all_dsa_agencies,,2025-07-14,2025-07-14,2026-03-20,,,verbal_logged,USR-018,,DOC-30663,
CNS-00805,CLI-0558,ORG-0003,3,explicit,active,pipa_and_foippa,"referrals,reporting,case_mgmt",medical,limited_agencies,"ORG-0003,ORG-0009,ORG-0001,ORG-0008",2025-11-15,2025-11-15,2027-11-06,,,portal,USR-028,,DOC-25041,
CNS-00806,CLI-0559,ORG-0003,4,explicit,active,indigenous_governance,"referrals,coordinated_access,research","housing_status,demographics,medical",all_dsa_agencies,,2024-05-08,2024-05-08,2025-07-28,,2026-01-05,digital_form,USR-003,,DOC-16452,
CNS-00807,CLI-0560,ORG-0003,4,explicit,active,pipa_and_foippa,case_mgmt,"housing_status,family",limited_agencies,"ORG-0006,ORG-0001,ORG-0009",2024-03-28,2024-03-28,2025-10-02,,,verbal_logged,USR-002,,DOC-98432,
CNS-00808,CLI-0561,ORG-0002,2,coordinated_access,active,pipa,"referrals,reporting",family,all_dsa_agencies,,2024-12-13,2024-12-13,2026-04-07,,,paper,USR-013,,DOC-93901,
CNS-00809,CLI-0562,ORG-0007,4,explicit,active,foippa_statutory,"referrals,case_mgmt,research","substance_use,demographics",all_dsa_agencies,,2024-12-30,2024-12-30,2026-04-10,,,digital_form,USR-025,,DOC-71275,
CNS-00810,CLI-0562,ORG-0005,3,explicit,active,pipa,case_mgmt,"medical,mental_health,financial,housing_status",all_dsa_agencies,,2023-11-09,2023-11-09,2024-07-02,,,paper,USR-004,,DOC-40677,
CNS-00811,CLI-0562,ORG-0004,2,explicit,active,foippa,"research,case_mgmt",substance_use,single_agency_only,,2025-02-05,2025-02-05,2026-04-14,,,paper,USR-037,USR-022,DOC-83844,
CNS-00812,CLI-0562,ORG-0008,4,explicit,active,foippa,"case_mgmt,reporting",medical,single_agency_only,,2024-09-24,2024-09-24,2026-03-14,,,digital_form,USR-027,USR-036,DOC-76060,RED_FLAG: scope_mismatch_seeded
CNS-00813,CLI-9101,ORG-0007,3,implied,active,pipa,reporting,demographics,all_dsa_agencies,,2026-01-18,2026-01-18,2027-11-09,,,verbal_logged,USR-014,,DOC-93979,
CNS-00814,CLI-0563,ORG-0008,1,explicit,active,pipa_and_foippa,"coordinated_access,research","demographics,medical,substance_use",single_agency_only,,2023-08-17,2023-08-17,2025-05-04,,,paper,USR-008,,DOC-49244,RED_FLAG: scope_mismatch_seeded
CNS-00815,CLI-0564,ORG-0004,3,inherited,active,indigenous_governance,referrals,"financial,family,substance_use",all_dsa_agencies,,2023-02-24,2023-02-24,2024-09-10,,,paper,USR-040,,DOC-17332,
CNS-00816,CLI-0564,ORG-0006,1,explicit,active,foippa_statutory,,"medical,family,demographics",all_dsa_agencies,,2025-09-22,2025-09-22,2027-06-30,,,verbal_logged,USR-028,,DOC-21786,RED_FLAG: foippa_statutory_missing_purpose
CNS-00817,CLI-0565,ORG-0006,3,implied,active,pipa,"reporting,coordinated_access",financial,all_dsa_agencies,,2025-01-25,2025-01-25,2026-05-19,,,paper,USR-017,,DOC-57121,
CNS-00818,CLI-0565,ORG-0005,4,explicit,withdrawn,pipa_and_foippa,"referrals,reporting","demographics,medical,substance_use",limited_agencies,"ORG-0008,ORG-0003,ORG-0006,ORG-0004",2024-01-20,2024-01-20,2024-07-22,2024-08-04,,paper,USR-012,,DOC-55226,
CNS-00819,CLI-0566,ORG-0009,4,implied,superseded,indigenous_governance,"research,case_mgmt,coordinated_access","mental_health,substance_use",limited_agencies,"ORG-0009,ORG-0003,ORG-0008,ORG-0001",2025-04-04,2025-04-04,2027-03-06,,2025-10-02,verbal_logged,USR-022,,DOC-86123,RED_FLAG: implied_consent_sensitive
CNS-00820,CLI-0567,ORG-0003,1,inherited,active,foippa_statutory,"coordinated_access,referrals,case_mgmt","medical,financial",all_dsa_agencies,,2025-06-02,2025-06-02,2026-03-08,,,portal,USR-010,USR-019,DOC-76471,RED_FLAG: youth_inherited_past_19
CNS-00821,CLI-0568,ORG-0002,2,explicit,active,pipa,research,"family,financial",all_dsa_agencies,,2025-07-26,2025-07-26,2026-03-08,,,verbal_logged,USR-037,USR-002,DOC-90467,
CNS-00822,CLI-0569,ORG-0002,4,implied,active,indigenous_governance,"research,coordinated_access,case_mgmt","demographics,substance_use,financial,medical",all_dsa_agencies,,2023-03-22,2023-03-22,2024-10-06,,,verbal_logged,USR-007,,DOC-64800,
CNS-00823,CLI-0570,ORG-0001,4,coordinated_access,superseded,indigenous_governance,"referrals,coordinated_access,case_mgmt","demographics,housing_status,mental_health",single_agency_only,,2025-04-13,2025-04-13,2026-02-17,,2025-05-19,verbal_logged,USR-008,,DOC-24697,
CNS-00824,CLI-0571,ORG-0004,2,explicit,active,indigenous_governance,"referrals,research,coordinated_access","mental_health,substance_use,financial,demographics",single_agency_only,,2024-10-22,2024-10-22,2025-07-12,,,paper,USR-015,USR-021,DOC-89737,
CNS-00825,CLI-0572,ORG-0003,3,explicit,active,indigenous_governance,"coordinated_access,case_mgmt,research","substance_use,financial",all_dsa_agencies,,2026-03-17,2026-03-17,2026-12-12,,2026-04-08,portal,USR-032,,DOC-88702,
CNS-00826,CLI-0573,ORG-0001,2,explicit,active,pipa,"research,referrals","medical,mental_health,demographics",limited_agencies,"ORG-0009,ORG-0008,ORG-0002,ORG-0007",2025-10-15,2025-10-15,2026-04-23,,,paper,USR-029,,DOC-53631,
CNS-00827,CLI-0573,ORG-0003,4,coordinated_access,expired,pipa,"research,reporting,coordinated_access",substance_use,all_dsa_agencies,,2025-08-07,2025-08-07,2025-11-23,,,paper,USR-004,,DOC-44210,
CNS-00828,CLI-0573,ORG-0002,1,implied,active,pipa,reporting,financial,limited_agencies,"ORG-0002,ORG-0007",2023-07-05,2023-07-05,2024-10-29,,,digital_form,USR-014,,DOC-72951,
CNS-00829,CLI-0574,ORG-0007,2,implied,active,pipa,research,medical,all_dsa_agencies,,2025-10-30,2025-10-30,2027-09-08,,,verbal_logged,USR-036,,DOC-18297,
CNS-00830,CLI-0575,ORG-0009,4,explicit,withdrawn,pipa,"reporting,coordinated_access,case_mgmt",financial,all_dsa_agencies,,2023-01-18,2023-01-18,2024-08-03,2026-03-24,,paper,USR-018,USR-020,DOC-92164,
CNS-00831,CLI-0576,ORG-0005,4,explicit,superseded,foippa_statutory,,"family,demographics",all_dsa_agencies,,2023-10-19,2023-10-19,2024-08-27,,2024-07-09,portal,USR-020,,DOC-22727,RED_FLAG: foippa_statutory_missing_purpose
CNS-00832,CLI-0576,ORG-0003,1,implied,active,pipa,case_mgmt,"housing_status,demographics,financial,substance_use",limited_agencies,"ORG-0001,ORG-0008,ORG-0009,ORG-0006",2024-01-26,2024-01-26,2025-09-05,,,verbal_logged,USR-015,USR-007,DOC-49771,
CNS-00833,CLI-0577,ORG-0004,2,implied,active,foippa_statutory,,"substance_use,demographics",limited_agencies,"ORG-0004,ORG-0005,ORG-0003",2024-11-22,2024-11-22,2026-01-02,,,verbal_logged,USR-012,,DOC-22456,RED_FLAG: foippa_statutory_missing_purpose
CNS-00834,CLI-0578,ORG-0004,3,explicit,active,pipa,"reporting,referrals,research","medical,demographics,substance_use",single_agency_only,,2024-03-04,2024-03-04,2024-10-04,,,digital_form,USR-006,,DOC-39567,
CNS-00835,CLI-0579,ORG-0006,2,explicit,pending,pipa,case_mgmt,substance_use,all_dsa_agencies,,2023-08-30,2023-08-30,2024-03-28,,,paper,USR-038,USR-036,DOC-55246,
CNS-00836,CLI-0580,ORG-0002,3,implied,active,foippa,"reporting,case_mgmt,referrals","financial,family",single_agency_only,,2026-02-16,2026-02-16,2028-01-25,,,portal,USR-040,,DOC-64416,
CNS-00837,CLI-0580,ORG-0006,1,explicit,active,pipa,"reporting,case_mgmt,referrals","mental_health,financial,substance_use,housing_status",limited_agencies,"ORG-0002,ORG-0008,ORG-0007,ORG-0009",2024-10-19,2024-10-19,2026-05-12,,,paper,USR-039,,DOC-98007,
CNS-00838,CLI-0581,ORG-0005,1,coordinated_access,active,foippa,reporting,"mental_health,family,demographics,housing_status",all_dsa_agencies,,2026-01-26,2026-01-26,2027-08-19,,,digital_form,USR-013,USR-030,DOC-10385,
CNS-00839,CLI-0582,ORG-0005,2,explicit,active,pipa_and_foippa,referrals,"housing_status,family,medical,demographics",all_dsa_agencies,,2025-12-13,2025-12-13,2026-11-08,,,verbal_logged,USR-040,USR-032,DOC-25073,
CNS-00840,CLI-0583,ORG-0009,3,implied,active,indigenous_governance,"coordinated_access,case_mgmt,research",family,all_dsa_agencies,,2024-01-22,2024-01-22,2025-09-30,,,verbal_logged,USR-017,USR-023,DOC-13331,
CNS-00841,CLI-0584,ORG-0006,3,explicit,withdrawn,pipa,"coordinated_access,reporting","financial,substance_use",limited_agencies,"ORG-0008,ORG-0009",2024-06-01,2024-06-01,2026-05-17,2026-04-07,,digital_form,USR-014,,DOC-71939,
CNS-00842,CLI-0585,ORG-0004,1,coordinated_access,withdrawn,pipa_and_foippa,"referrals,research","financial,mental_health,family",limited_agencies,"ORG-0008,ORG-0004",2023-04-20,2023-04-20,2024-11-23,2024-07-16,,verbal_logged,USR-004,Unknown,DOC-64679,
CNS-00843,CLI-0586,ORG-0009,1,coordinated_access,active,pipa,"research,reporting","substance_use,demographics,financial,housing_status",limited_agencies,"ORG-0007,ORG-0008,ORG-0006",2024-08-04,2024-08-04,2025-08-17,,,portal,USR-016,,DOC-91907,
CNS-00844,CLI-0587,ORG-0007,2,explicit,active,foippa,"research,reporting",medical,limited_agencies,"ORG-0005,ORG-0008,ORG-0002",2025-07-01,2025-07-01,2026-09-22,,,portal,USR-009,,DOC-94480,
CNS-00845,CLI-0588,ORG-0008,3,coordinated_access,active,foippa,coordinated_access,"family,financial,demographics",all_dsa_agencies,,2023-10-24,2023-10-24,2024-09-26,,,portal,USR-011,,DOC-46120,
CNS-00846,CLI-0589,ORG-0009,3,coordinated_access,active,pipa_and_foippa,referrals,"demographics,substance_use",single_agency_only,,2023-02-06,2023-02-06,2023-08-07,,,portal,USR-007,,DOC-35837,
CNS-00847,CLI-0590,ORG-0008,2,explicit,active,indigenous_governance,"reporting,case_mgmt,coordinated_access","financial,mental_health,medical,substance_use",limited_agencies,"ORG-0006,ORG-0005",2023-11-12,2023-11-12,2025-09-06,2025-09-21,,verbal_logged,USR-033,,DOC-87249,
CNS-00848,CLI-0590,ORG-0004,4,explicit,active,pipa_and_foippa,reporting,"demographics,housing_status,mental_health,medical",all_dsa_agencies,,2025-12-13,2025-12-13,2026-12-03,,,verbal_logged,USR-028,USR-036,DOC-88636,
CNS-00849,CLI-0590,ORG-0002,3,implied,active,pipa_and_foippa,"coordinated_access,research,referrals",medical,limited_agencies,"ORG-0001,ORG-0008,ORG-0006",2024-10-30,2024-10-30,2026-03-20,,,portal,USR-033,,DOC-32555,
CNS-00850,CLI-0591,ORG-0003,4,inherited,active,indigenous_governance,referrals,"substance_use,housing_status,family,mental_health",all_dsa_agencies,,2024-01-17,2024-01-17,2025-01-01,,2025-05-29,paper,USR-039,USR-038,DOC-72843,
CNS-00851,CLI-0592,ORG-0009,3,coordinated_access,withdrawn,pipa,"case_mgmt,referrals","medical,demographics,housing_status,substance_use",all_dsa_agencies,,2025-01-20,2025-01-20,2026-10-01,2026-03-26,,portal,USR-023,USR-019,DOC-51136,
CNS-00852,CLI-0593,ORG-0004,2,explicit,active,pipa_and_foippa,"reporting,referrals",housing_status,single_agency_only,,2024-07-31,2024-07-31,2026-02-06,,,portal,USR-010,,DOC-26265,
CNS-00853,CLI-0594,ORG-0001,2,coordinated_access,expired,foippa,reporting,"medical,housing_status,mental_health",no_sharing,,2023-03-18,2023-03-18,2024-01-28,,,digital_form,USR-025,,DOC-11768,
CNS-00854,CLI-0595,ORG-0001,4,coordinated_access,active,foippa,case_mgmt,demographics,all_dsa_agencies,,2025-02-13,2025-02-13,2025-12-30,,,portal,USR-009,,DOC-89752,
CNS-00855,CLI-0596,ORG-0003,2,explicit,expired,pipa,case_mgmt,"family,financial",all_dsa_agencies,,2023-08-27,2023-08-27,2024-11-21,,,digital_form,USR-009,USR-036,DOC-24951,
CNS-00856,CLI-0597,ORG-0001,3,implied,active,foippa,"reporting,coordinated_access,case_mgmt","mental_health,demographics",single_agency_only,,2023-01-20,2023-01-20,2023-08-22,,,portal,USR-008,,DOC-29894,
CNS-00857,CLI-0598,ORG-0001,2,coordinated_access,active,indigenous_governance,reporting,housing_status,single_agency_only,,2026-01-29,2026-01-29,2027-04-21,,,verbal_logged,USR-037,,DOC-24772,RED_FLAG: scope_mismatch_seeded
CNS-00858,CLI-0599,ORG-0001,3,explicit,superseded,pipa_and_foippa,coordinated_access,demographics,single_agency_only,,2026-01-19,2026-01-19,2026-07-23,,2026-02-18,verbal_logged,USR-039,,DOC-47730,
CNS-00859,CLI-0600,ORG-0002,1,coordinated_access,active,pipa,"coordinated_access,research","housing_status,financial,family,substance_use",all_dsa_agencies,,2025-07-22,2025-07-22,2026-03-29,,,paper,USR-024,USR-019,DOC-26852,
