referral_id,client_id,referring_org_id,receiving_org_id,referral_source_module,referral_type,referral_reason,referral_priority,status,status_reason,submitted_at,acknowledged_at,decision_at,started_at,completed_at,cancelled_at,consent_record_id,related_service_encounter_id,referred_by_worker_name
REF-00766,CLI-0778,ORG-0008,ORG-0006,HIFIS_Intake,internal,legal_assistance,routine,accepted,,2024-09-04 18:24:00,2024-09-05 08:44:00,2024-09-06 18:38:00,2024-09-09 03:32:00,,,CNS-01115,,Beth Hall
REF-00767,CLI-0142,ORG-0005,ORG-0007,CA_Module,self_referral,detox_request,routine,accepted,,2023-10-01 07:52:00,2023-10-03 04:02:00,2023-10-04 08:41:00,2023-10-06 06:33:00,,,CNS-01344,,Dr. Nicole Trujillo
REF-00768,CLI-0476,ORG-0002,ORG-0008,External_Portal,external,detox_request,routine,pending,,2025-02-12 21:47:00,2025-02-13 15:24:00,,,,,CNS-01417,,Corey Norris
REF-00769,CLI-0221,ORG-0008,ORG-0001,HIFIS_Intake,external,mh_assessment,routine,pending,,2024-07-25 21:48:00,2024-07-27 21:44:00,,,,,CNS-03642,,Chad Roach
REF-00770,CLI-0585,ORG-0004,ORG-0002,CA_Module,coordinated_access,mh_assessment,routine,completed,,2024-04-01 07:55:00,2024-04-02 11:09:00,2024-04-03 13:28:00,2024-04-07 13:08:00,2024-04-18 12:59:00,,CNS-03002,ENC-00709,Mr. Edward Terry
REF-00771,CLI-0514,ORG-0006,ORG-0005,CA_Module,coordinated_access,shelter_bed_needed,routine,accepted,,2026-01-09 17:34:00,2026-01-11 06:14:00,2026-01-12 15:52:00,2026-01-13 15:43:00,,,CNS-01673,,Cody Bailey
REF-00772,CLI-0238,ORG-0006,ORG-0008,CA_Module,coordinated_access,shelter_bed_needed,routine,pending,,2023-11-21 20:30:00,2023-11-22 10:01:00,,,,,CNS-02523,,Denise Guerra
REF-00773,CLI-0316,ORG-0008,ORG-0007,HIFIS_Intake,coordinated_access,legal_assistance,routine,accepted,,2025-10-28 20:41:00,2025-10-29 06:41:00,2025-10-29 20:17:00,2025-11-01 01:56:00,,,CNS-00447,,Kristen Jones
REF-00774,CLI-0062,ORG-0009,ORG-0007,CA_Module,external,shelter_bed_needed,routine,pending,,2026-01-03 16:40:00,2026-01-04 07:31:00,,,,,CNS-04738,,Edward Baker
REF-00775,CLI-0702,ORG-0009,ORG-0003,CA_Module,external,housing_support,routine,pending,,2025-01-10 12:33:00,2025-01-12 05:52:00,,,,,CNS-01230,,Aaron Little
REF-00776,CLI-0403,ORG-0004,ORG-0002,HIFIS_Intake,external,shelter_bed_needed,routine,accepted,,2026-02-08 08:06:00,2026-02-09 16:37:00,2026-02-10 15:08:00,2026-02-15 03:15:00,,,CNS-00580,,Cody Smith
REF-00777,CLI-0242,ORG-0004,ORG-0008,CA_Module,coordinated_access,housing_support,routine,accepted,,2025-10-20 09:40:00,2025-10-20 16:19:00,2025-10-23 04:27:00,2025-10-25 22:21:00,,,CNS-00341,,Patty Allen
REF-00778,CLI-0697,ORG-0001,ORG-0005,CA_Module,external,legal_assistance,routine,completed,,2023-07-20 14:49:00,2023-07-21 16:56:00,2023-07-24 04:51:00,2023-07-26 06:12:00,2023-08-01 20:08:00,,CNS-01302,ENC-00646,Mary Ryan
REF-00779,CLI-0314,ORG-0002,ORG-0006,HIFIS_Referral,external,case_management,routine,completed,,2024-11-09 19:09:00,2024-11-10 06:45:00,2024-11-12 07:48:00,2024-11-13 05:02:00,2024-11-17 23:43:00,,CNS-01250,ENC-00540,Joseph Jimenez
REF-00780,CLI-0082,ORG-0001,ORG-0008,External_Portal,external,mh_assessment,urgent,cancelled,no_longer_needed,2023-03-31 08:11:00,2023-04-01 11:16:00,,,,2023-04-01 13:26:00,CNS-02626,,Lisa Morris
REF-00781,CLI-0453,ORG-9526,ORG-0007,External_Portal,external,food_security,urgent,pending,,2024-07-22 07:26:00,2024-07-23 10:28:00,,,,,CNS-03767,,Ashley Mills
REF-00782,CLI-0328,ORG-0008,ORG-0004,HIFIS_Intake,external,food_security,routine,completed,,2023-06-05 08:55:00,2023-06-05 21:32:00,2023-06-07 11:55:00,2023-06-09 06:09:00,2023-06-18 22:07:00,,CNS-01901,ENC-00013,Russell Anderson
REF-00783,CLI-0015,ORG-0008,ORG-0002,HIFIS_Intake,coordinated_access,shelter_bed_needed,urgent,completed,,2023-02-01 12:39:00,2023-02-03 00:21:00,2023-02-05 04:31:00,2023-02-05 11:33:00,2023-02-13 05:04:00,,CNS-03212,ENC-00016,Christina Washington
REF-00784,CLI-0355,ORG-0001,ORG-0008,HIFIS_Referral,internal,legal_assistance,routine,accepted,,2026-01-12 14:42:00,2026-01-13 04:47:00,2026-01-13 22:26:00,2026-01-19 15:21:00,,,CNS-04635,,Kenneth Huff
REF-00785,CLI-0366,ORG-0005,ORG-0002,HIFIS_Intake,internal,detox_request,crisis,pending,,2026-02-05 16:48:00,2026-02-07 08:49:00,,,,,CNS-02719,,Kelly Miles
REF-00786,CLI-0520,ORG-0009,ORG-0002,HIFIS_Intake,external,case_management,urgent,accepted,,2024-12-26 21:55:00,2024-12-28 01:12:00,2024-12-28 02:41:00,2024-12-29 12:00:00,,,CNS-02314,,Jacob Obrien
REF-00787,CLI-0171,ORG-0006,ORG-0001,HIFIS_Intake,coordinated_access,detox_request,urgent,completed,,2023-10-06 09:14:00,2023-10-08 02:44:00,2023-10-09 20:03:00,2023-10-12 13:42:00,2023-10-15 01:52:00,,CNS-01817,ENC-00180,Timothy Clark
REF-00788,CLI-0375,ORG-0001,ORG-0004,CA_Module,internal,food_security,urgent,accepted,,2024-08-28 14:30:00,2024-08-30 10:51:00,2024-09-01 17:30:00,2024-09-05 18:52:00,,,CNS-00539,,Steve Miller PhD
REF-00789,CLI-0159,ORG-0009,ORG-0006,HIFIS_Intake,coordinated_access,shelter_bed_needed,routine,cancelled,other,2025-12-06 15:52:00,2025-12-06 22:55:00,,,,2025-12-10 05:55:00,CNS-03939,,Justin Hurley
REF-00790,CLI-0528,ORG-0006,ORG-0001,HIFIS_Intake,self_referral,crisis_support,routine,accepted,,2023-08-05 07:53:00,2023-08-06 05:53:00,2023-08-06 22:58:00,2023-08-13 07:35:00,,,CNS-02105,,Jacob Erickson
REF-00791,CLI-0500,ORG-0003,ORG-0002,HIFIS_Intake,external,mh_assessment,routine,submitted,,2024-06-02 22:36:00,,,,,,CNS-01705,,Deborah Williams
REF-00792,CLI-0483,ORG-0002,ORG-0009,External_Portal,external,crisis_support,urgent,completed,,2023-01-21 15:22:00,2023-01-22 18:47:00,2023-01-25 16:36:00,2023-01-28 20:45:00,2023-02-22 00:36:00,,CNS-02762,ENC-00164,Eric Blackburn
REF-00793,CLI-0773,ORG-0004,ORG-0009,External_Portal,coordinated_access,food_security,routine,accepted,,2025-02-13 07:28:00,2025-02-13 17:11:00,2025-02-15 00:06:00,2025-02-19 12:07:00,,,CNS-01108,,Anne Hardy
REF-00794,CLI-0815,ORG-0008,ORG-0005,HIFIS_Intake,external,detox_request,routine,pending,,2024-01-31 13:32:00,2024-02-02 09:41:00,,,,,CNS-01451,,Chelsey Fox
REF-00795,CLI-0810,ORG-0009,ORG-0005,CA_Module,external,crisis_support,routine,submitted,,2023-08-28 11:25:00,,,,,,CNS-02750,,Mario White
REF-00796,CLI-0383,ORG-0003,ORG-0008,HIFIS_Referral,external,detox_request,routine,accepted,,2024-03-20 10:27:00,2024-03-21 00:21:00,2024-03-23 08:00:00,2024-03-28 16:48:00,,,CNS-04792,,Jennifer Garcia
REF-00797,CLI-0268,ORG-0009,ORG-0002,HIFIS_Intake,internal,legal_assistance,routine,pending,,2023-11-17 14:48:00,2023-11-19 09:09:00,,,,,CNS-01900,,Heather Ellis
REF-00798,CLI-0247,ORG-0006,ORG-0003,HIFIS_Intake,internal,shelter_bed_needed,urgent,cancelled,other,2025-03-24 18:12:00,2025-03-25 07:02:00,,,,2025-04-01 03:23:00,CNS-01489,,Sonya Jackson
REF-00799,CLI-0096,ORG-0002,ORG-0006,HIFIS_Referral,internal,shelter_bed_needed,urgent,declined,consent_not_granted,2024-11-04 22:12:00,2024-11-06 20:34:00,2024-11-09 10:56:00,,,,CNS-00140,,James Morgan
REF-00800,CLI-0590,ORG-0007,ORG-0009,HIFIS_Referral,coordinated_access,food_security,urgent,accepted,,2024-11-19 21:14:00,2024-11-21 15:20:00,2024-11-23 20:53:00,2024-11-24 23:04:00,,,CNS-00847,,Zachary Ramos
REF-00801,CLI-0022,ORG-0006,ORG-0009,CA_Module,coordinated_access,crisis_support,urgent,pending,,2026-04-03 08:33:00,2026-04-03 10:25:00,,,,,CNS-02422,,Ethan Frey
REF-00802,CLI-0322,ORG-0007,ORG-0005,External_Portal,internal,mh_assessment,routine,completed,,2026-03-26 19:20:00,2026-03-28 06:23:00,2026-03-30 22:32:00,2026-04-02 00:28:00,2026-04-12 14:26:00,,CNS-04640,ENC-00217,Jacob Duran
REF-00803,CLI-0122,ORG-0001,ORG-0006,HIFIS_Intake,external,mh_assessment,routine,accepted,,2025-05-09 10:09:00,2025-05-10 12:56:00,2025-05-12 10:40:00,2025-05-17 21:26:00,,,CNS-03183,,Nicholas Franklin
REF-00804,CLI-0567,ORG-0003,ORG-0002,HIFIS_Intake,internal,mh_assessment,routine,pending,,2026-02-25 18:58:00,2026-02-27 15:44:00,,,,,CNS-03302,,Cindy Cannon
REF-00805,CLI-0640,ORG-0007,ORG-0001,External_Portal,internal,legal_assistance,routine,declined,consent_not_granted,2025-01-23 14:03:00,2025-01-24 09:32:00,2025-01-25 15:49:00,,,,CNS-04429,,Dawn Nixon
REF-00806,CLI-0378,ORG-0007,ORG-0009,CA_Module,internal,shelter_bed_needed,urgent,submitted,,2024-06-07 10:17:00,,,,,,CNS-02182,,James Barber
REF-00807,CLI-0765,ORG-0005,ORG-0001,External_Portal,internal,case_management,routine,completed,,2023-04-03 10:03:00,2023-04-04 15:24:00,2023-04-06 11:02:00,2023-04-06 22:33:00,2023-04-27 05:05:00,,CNS-04017,ENC-00039,Ms. Kelly Holder
REF-00808,CLI-0537,ORG-0003,ORG-0004,HIFIS_Intake,coordinated_access,legal_assistance,routine,cancelled,other,2024-09-17 13:47:00,2024-09-18 08:32:00,,,,2024-09-21 07:39:00,CNS-01224,,Eric Walker
REF-00809,CLI-0118,ORG-0008,ORG-0004,HIFIS_Referral,coordinated_access,legal_assistance,routine,completed,,2025-01-20 21:53:00,2025-01-22 12:37:00,2025-01-23 22:50:00,2025-01-29 11:35:00,2025-02-01 13:41:00,,CNS-00169,ENC-00763,Alison Short
REF-00810,CLI-0193,ORG-0003,ORG-0007,External_Portal,internal,mh_assessment,routine,declined,client_ineligible,2025-05-30 22:29:00,2025-05-31 07:12:00,2025-06-02 04:24:00,,,,CNS-03622,,Desiree Spencer
REF-00811,CLI-0487,ORG-0005,ORG-0004,HIFIS_Referral,external,case_management,routine,cancelled,duplicate_request,2023-11-20 08:02:00,2023-11-21 04:34:00,,,,2023-11-22 14:05:00,CNS-04667,,Tammy Moore
REF-00812,CLI-0507,ORG-0008,ORG-0006,External_Portal,internal,case_management,urgent,pending,,2023-01-02 11:56:00,2023-01-03 19:00:00,,,,,CNS-02095,,Henry Taylor
REF-00813,CLI-0219,ORG-0006,ORG-0001,HIFIS_Intake,external,mh_assessment,urgent,accepted,,2024-08-28 21:10:00,2024-08-30 12:32:00,2024-08-30 16:44:00,2024-09-03 01:32:00,,,CNS-00309,,Kevin Hall
REF-00814,CLI-0499,ORG-0007,ORG-0009,HIFIS_Intake,external,legal_assistance,crisis,accepted,,2025-06-16 18:19:00,2025-06-17 11:38:00,2025-06-17 22:26:00,2025-06-22 11:08:00,,,CNS-01517,,Anna Ross
REF-00815,CLI-0523,ORG-0005,ORG-0008,HIFIS_Referral,coordinated_access,case_management,routine,accepted,,2024-11-18 16:24:00,2024-11-20 00:48:00,2024-11-22 23:45:00,2024-11-24 19:16:00,,,CNS-04627,,Morgan Cummings
REF-00816,CLI-0636,ORG-0001,ORG-0008,HIFIS_Referral,coordinated_access,crisis_support,routine,declined,out_of_catchment,2024-12-19 12:25:00,2024-12-19 17:19:00,2024-12-21 02:45:00,,,,CNS-02034,,Carrie Petersen
REF-00817,CLI-0232,ORG-0002,ORG-0004,CA_Module,coordinated_access,legal_assistance,urgent,pending,,2025-06-03 20:25:00,2025-06-04 18:57:00,,,,,CNS-00327,,Laura Velez
REF-00818,CLI-0240,ORG-0003,ORG-0006,HIFIS_Intake,external,detox_request,crisis,pending,,2023-08-22 20:36:00,2023-08-23 16:02:00,,,,,CNS-02298,,Elizabeth Cross
REF-00819,CLI-0513,ORG-0007,ORG-0002,HIFIS_Referral,internal,crisis_support,urgent,accepted,,2023-05-19 08:21:00,2023-05-20 15:46:00,2023-05-21 23:23:00,2023-05-24 02:53:00,,,CNS-00737,,Angela Brown
REF-00820,CLI-0572,ORG-0009,ORG-0007,HIFIS_Referral,self_referral,legal_assistance,routine,accepted,,2025-02-01 10:20:00,2025-02-01 18:58:00,2025-02-02 00:05:00,2025-02-07 00:51:00,,,CNS-03587,,Hannah Montoya
REF-00821,CLI-0682,ORG-0006,ORG-0009,External_Portal,external,food_security,crisis,submitted,,2023-11-17 18:02:00,,,,,,CNS-00990,,Sean Kane
REF-00822,CLI-0297,ORG-0002,ORG-0004,HIFIS_Intake,coordinated_access,housing_support,routine,completed,,2026-04-16 20:41:00,2026-04-17 09:00:00,2026-04-19 05:24:00,2026-04-25 15:10:00,2026-05-13 17:57:00,,CNS-00423,ENC-00071,Matthew Guzman
REF-00823,CLI-0322,ORG-0007,ORG-0001,External_Portal,coordinated_access,legal_assistance,urgent,submitted,,2023-05-09 22:51:00,,,,,,CNS-04937,,Richard Reyes
REF-00824,CLI-0078,ORG-0004,ORG-0009,HIFIS_Referral,coordinated_access,crisis_support,routine,completed,,2024-11-16 12:29:00,2024-11-17 02:29:00,2024-11-18 15:57:00,2024-11-21 13:02:00,2024-12-06 19:06:00,,CNS-00112,ENC-00688,Andrew Fernandez
REF-00825,CLI-0434,ORG-0003,ORG-0002,HIFIS_Intake,self_referral,case_management,routine,pending,,2023-07-02 19:04:00,2023-07-03 17:24:00,,,,,CNS-00627,,Jonathan Walker
REF-00826,CLI-0789,ORG-0006,ORG-0004,CA_Module,external,mh_assessment,routine,pending,,2025-07-09 10:00:00,2025-07-09 17:49:00,,,,,CNS-01533,,Nicholas Long
REF-00827,CLI-0172,ORG-0008,ORG-0002,HIFIS_Referral,coordinated_access,case_management,routine,declined,other,2023-03-31 15:15:00,2023-04-01 22:17:00,2023-04-03 16:31:00,,,,CNS-00246,,Kurt Wagner
REF-00828,CLI-0528,ORG-0002,ORG-0009,HIFIS_Referral,internal,housing_support,urgent,completed,,2024-10-24 07:21:00,2024-10-26 04:31:00,2024-10-29 02:51:00,2024-10-29 14:45:00,2024-11-23 12:40:00,,CNS-02105,ENC-00650,Dylan Foster
REF-00829,CLI-0222,ORG-0005,ORG-0001,HIFIS_Referral,external,mh_assessment,routine,accepted,,2023-04-09 14:21:00,2023-04-11 10:38:00,2023-04-14 10:23:00,2023-04-19 08:52:00,,,CNS-03193,,Bradley Duncan
REF-00830,CLI-0797,ORG-0004,ORG-0002,HIFIS_Intake,self_referral,mh_assessment,urgent,submitted,,2026-03-10 07:56:00,,,,,,CNS-01137,,James Miller
REF-00831,CLI-0165,ORG-0005,ORG-0008,HIFIS_Intake,external,detox_request,urgent,completed,,2024-06-12 10:09:00,2024-06-14 09:26:00,2024-06-16 09:46:00,2024-06-22 20:49:00,2024-07-16 17:49:00,,CNS-00236,ENC-00091,Patricia Anderson
REF-00832,CLI-0053,ORG-0008,ORG-0005,CA_Module,coordinated_access,legal_assistance,urgent,declined,capacity_full,2023-12-19 11:00:00,2023-12-20 04:12:00,2023-12-21 11:47:00,,,,CNS-03698,,Justin Freeman
REF-00833,CLI-0428,ORG-0006,ORG-0009,HIFIS_Referral,internal,legal_assistance,urgent,cancelled,duplicate_request,2025-05-09 22:54:00,2025-05-11 10:22:00,,,,2025-05-12 13:13:00,CNS-00618,,Christina Gilbert
REF-00834,CLI-0059,ORG-9637,ORG-0004,External_Portal,internal,legal_assistance,routine,completed,,2025-03-22 10:25:00,2025-03-23 05:23:00,2025-03-25 06:24:00,2025-03-25 17:40:00,2025-04-18 19:46:00,,CNS-04715,ENC-00589,Danielle Jones
REF-00835,CLI-0195,ORG-0003,ORG-0004,CA_Module,external,legal_assistance,routine,completed,,2025-02-28 12:26:00,2025-02-28 19:40:00,2025-03-02 02:22:00,2025-03-08 14:06:00,2025-03-25 04:45:00,,CNS-02792,ENC-00088,Erica Glass
REF-00836,CLI-0558,ORG-0007,ORG-0002,CA_Module,internal,food_security,routine,accepted,,2024-02-14 16:56:00,2024-02-14 19:54:00,2024-02-17 19:38:00,2024-02-20 08:00:00,,,CNS-03403,,Michael Henderson
REF-00837,CLI-0145,ORG-0008,ORG-0006,External_Portal,external,detox_request,crisis,accepted,,2023-09-13 07:27:00,2023-09-15 01:43:00,2023-09-17 07:01:00,2023-09-21 13:20:00,,,CNS-03298,,Frank Wheeler
REF-00838,CLI-0380,ORG-0007,ORG-0003,CA_Module,internal,food_security,routine,completed,,2023-12-01 20:34:00,2023-12-02 13:10:00,2023-12-03 01:29:00,2023-12-05 01:30:00,2023-12-26 11:52:00,,CNS-04055,ENC-00318,Eric Huerta
REF-00839,CLI-0126,ORG-0009,ORG-0004,External_Portal,external,shelter_bed_needed,urgent,declined,capacity_full,2023-03-09 11:57:00,2023-03-10 23:32:00,2023-03-11 02:57:00,,,,CNS-03132,,Wanda Ramos
REF-00840,CLI-0431,ORG-0003,ORG-0006,HIFIS_Referral,self_referral,food_security,crisis,accepted,,2026-03-16 21:14:00,2026-03-17 22:38:00,2026-03-19 04:47:00,2026-03-22 09:04:00,,,CNS-03785,,Andrew Meyers
REF-00841,CLI-0714,ORG-0004,ORG-0002,External_Portal,self_referral,food_security,routine,submitted,,2026-03-19 20:27:00,,,,,,CNS-03459,,James Todd
REF-00842,CLI-0482,ORG-0008,ORG-0003,HIFIS_Intake,coordinated_access,detox_request,urgent,completed,,2023-07-19 08:18:00,2023-07-19 08:54:00,2023-07-20 17:21:00,2023-07-26 12:55:00,2023-08-06 23:20:00,,CNS-00690,ENC-00452,Ashley Brown
REF-00843,CLI-0404,ORG-0001,ORG-0003,HIFIS_Intake,internal,detox_request,routine,declined,other,2024-08-01 17:13:00,2024-08-03 10:05:00,2024-08-04 17:56:00,,,,CNS-00582,,Tammy Melton
REF-00844,CLI-0369,ORG-0008,ORG-0009,HIFIS_Referral,coordinated_access,legal_assistance,routine,accepted,,2025-07-23 21:43:00,2025-07-24 21:21:00,2025-07-25 04:53:00,2025-07-27 02:23:00,,,CNS-02237,,Alexis Benson
REF-00845,CLI-0192,ORG-0002,ORG-0003,External_Portal,coordinated_access,crisis_support,routine,completed,,2024-09-24 08:14:00,2024-09-25 10:34:00,2024-09-26 13:27:00,2024-10-02 15:00:00,2024-10-13 03:32:00,,CNS-04449,ENC-00260,Jerry Johnson
REF-00846,CLI-0556,ORG-0009,ORG-0005,CA_Module,external,crisis_support,urgent,pending,,2024-08-07 14:23:00,2024-08-09 12:10:00,,,,,CNS-03264,,Joshua Harris
REF-00847,CLI-0058,ORG-0007,ORG-0004,HIFIS_Referral,coordinated_access,crisis_support,routine,declined,consent_not_granted,2024-11-28 08:09:00,2024-11-29 06:18:00,2024-12-01 01:41:00,,,,CNS-00085,,Deanna Webb
REF-00848,CLI-0607,ORG-0005,ORG-0008,HIFIS_Intake,coordinated_access,mh_assessment,routine,cancelled,other,2025-07-15 09:33:00,2025-07-17 00:55:00,,,,2025-07-22 22:31:00,CNS-00872,,Brenda Hale
REF-00849,CLI-0231,ORG-0006,ORG-0005,HIFIS_Intake,self_referral,legal_assistance,routine,completed,,2026-04-14 09:07:00,2026-04-15 23:51:00,2026-04-17 22:37:00,2026-04-22 22:46:00,2026-04-30 20:38:00,,CNS-04279,ENC-00615,Kevin Alvarado
REF-00850,CLI-0646,ORG-0001,ORG-0003,External_Portal,coordinated_access,legal_assistance,routine,declined,other,2025-10-09 20:08:00,2025-10-11 00:00:00,2025-10-12 03:51:00,,,,CNS-02621,,Christopher Campbell
REF-00851,CLI-0300,ORG-0008,ORG-0009,HIFIS_Intake,external,case_management,urgent,accepted,,2023-10-04 10:01:00,2023-10-04 12:34:00,2023-10-05 02:52:00,2023-10-08 01:08:00,,,CNS-03876,,Lisa Brown
REF-00852,CLI-0684,ORG-0007,ORG-0001,External_Portal,external,shelter_bed_needed,routine,accepted,,2024-10-21 17:06:00,2024-10-22 10:53:00,2024-10-22 17:43:00,2024-10-29 04:30:00,,,CNS-04280,,Alejandra Price
REF-00853,CLI-0680,ORG-0009,ORG-0001,HIFIS_Intake,internal,detox_request,routine,submitted,,2024-12-24 22:57:00,,,,,,CNS-04649,,Samuel Keller
REF-00854,CLI-0496,ORG-0005,ORG-0008,External_Portal,internal,crisis_support,urgent,accepted,,2023-09-21 13:54:00,2023-09-21 17:27:00,2023-09-23 17:35:00,2023-09-25 01:28:00,,,CNS-00712,,Alicia Dillon
REF-00855,CLI-0160,ORG-0006,ORG-0002,External_Portal,external,crisis_support,routine,pending,,2024-06-08 14:20:00,2024-06-09 06:40:00,,,,,CNS-04337,,Crystal James
REF-00856,CLI-0697,ORG-0008,ORG-0009,HIFIS_Intake,coordinated_access,shelter_bed_needed,routine,accepted,,2023-09-24 17:34:00,2023-09-26 02:58:00,2023-09-28 00:01:00,2023-09-28 13:38:00,,,CNS-01008,,Ariana Stewart
REF-00857,CLI-0307,ORG-0008,ORG-0002,HIFIS_Referral,self_referral,shelter_bed_needed,routine,accepted,,2025-09-04 12:55:00,2025-09-06 00:13:00,2025-09-06 05:17:00,2025-09-10 22:32:00,,,CNS-00433,,Kim Lopez
REF-00858,CLI-0493,ORG-0005,ORG-0008,HIFIS_Intake,coordinated_access,mh_assessment,urgent,accepted,,2025-04-24 22:53:00,2025-04-26 21:01:00,2025-04-28 11:17:00,2025-05-03 21:22:00,,,CNS-02845,,Judith House
REF-00859,CLI-0471,ORG-0002,ORG-0004,CA_Module,coordinated_access,case_management,routine,accepted,,2025-03-09 14:50:00,2025-03-09 18:46:00,2025-03-11 01:32:00,2025-03-12 19:59:00,,,CNS-04909,,David Moreno
REF-00860,CLI-0587,ORG-0006,ORG-0003,CA_Module,self_referral,case_management,routine,completed,,2025-10-19 14:41:00,2025-10-21 07:49:00,2025-10-23 01:26:00,2025-10-28 07:53:00,2025-11-14 22:30:00,,CNS-03597,ENC-00497,James Moore
REF-00861,CLI-0768,ORG-0002,ORG-0004,CA_Module,internal,shelter_bed_needed,routine,declined,consent_not_granted,2024-04-29 19:11:00,2024-05-01 01:48:00,2024-05-03 00:22:00,,,,CNS-02917,,Harold Garrett
REF-00862,CLI-0598,ORG-0006,ORG-0002,External_Portal,internal,mh_assessment,urgent,declined,client_ineligible,2025-04-01 07:03:00,2025-04-03 04:03:00,2025-04-05 10:49:00,,,,CNS-00857,,William Mason
REF-00863,CLI-0812,ORG-0001,ORG-0007,HIFIS_Referral,internal,legal_assistance,routine,declined,out_of_catchment,2023-04-26 21:55:00,2023-04-28 18:39:00,2023-04-29 03:13:00,,,,CNS-01821,,Lori Johns
REF-00864,CLI-0784,ORG-0004,ORG-0009,CA_Module,external,shelter_bed_needed,crisis,cancelled,client_withdrew,2024-10-11 19:28:00,2024-10-13 03:25:00,,,,2024-10-18 11:56:00,CNS-03372,,Robin Johnson
REF-00865,CLI-0486,ORG-0002,ORG-0004,HIFIS_Referral,internal,detox_request,crisis,declined,consent_not_granted,2025-02-25 10:20:00,2025-02-26 06:47:00,2025-02-27 08:46:00,,,,CNS-04294,,Diana Hernandez
REF-00866,CLI-0588,ORG-0004,ORG-0005,HIFIS_Referral,internal,food_security,urgent,completed,,2025-03-11 13:30:00,2025-03-12 07:52:00,2025-03-14 18:18:00,2025-03-15 00:10:00,2025-03-22 04:13:00,,CNS-04395,ENC-00530,Mary Miller
REF-00867,CLI-0078,ORG-0006,ORG-0009,CA_Module,coordinated_access,mh_assessment,urgent,accepted,,2023-05-19 12:44:00,2023-05-21 07:55:00,2023-05-23 12:02:00,2023-05-24 05:46:00,,,CNS-00112,,Tyler Salazar
REF-00868,CLI-0485,ORG-0007,ORG-0006,External_Portal,coordinated_access,case_management,urgent,accepted,,2023-11-14 18:23:00,2023-11-15 03:44:00,2023-11-17 00:51:00,2023-11-23 09:16:00,,,CNS-00697,,Crystal Allen
REF-00869,CLI-0200,ORG-0001,ORG-0004,External_Portal,external,crisis_support,routine,completed,,2023-12-30 14:51:00,2023-12-31 07:25:00,2024-01-02 09:08:00,2024-01-04 00:52:00,2024-01-28 19:09:00,,CNS-04605,ENC-00007,Wesley Browning
REF-00870,CLI-0107,ORG-0006,ORG-0004,CA_Module,external,legal_assistance,crisis,accepted,,2025-04-19 12:26:00,2025-04-21 00:51:00,2025-04-22 20:08:00,2025-04-28 12:50:00,,,CNS-04321,,Joshua Clark
REF-00871,CLI-0329,ORG-0001,ORG-0009,HIFIS_Referral,self_referral,crisis_support,urgent,declined,capacity_full,2024-05-17 07:59:00,2024-05-17 16:52:00,2024-05-19 18:07:00,,,,CNS-04148,,Joshua Mcbride
REF-00872,CLI-0324,ORG-0007,ORG-0005,HIFIS_Referral,internal,case_management,crisis,completed,,2023-02-22 17:34:00,2023-02-23 01:39:00,2023-02-23 04:17:00,2023-02-26 20:10:00,2023-03-22 23:49:00,,CNS-02878,ENC-00358,Ellen Thornton
REF-00873,CLI-0499,ORG-0008,ORG-0005,External_Portal,coordinated_access,housing_support,routine,accepted,,2026-04-19 20:24:00,2026-04-20 10:08:00,2026-04-22 15:34:00,2026-04-26 00:48:00,,,CNS-04039,,Brandy Forbes
REF-00874,CLI-0225,ORG-0004,ORG-0006,HIFIS_Intake,external,mh_assessment,routine,completed,,2026-03-21 14:12:00,2026-03-22 23:26:00,2026-03-23 20:37:00,2026-03-25 15:46:00,2026-04-14 06:52:00,,CNS-03577,ENC-00504,Brianna Fitzpatrick
REF-00875,CLI-0354,ORG-0001,ORG-0004,HIFIS_Intake,internal,food_security,routine,pending,,2025-10-18 17:03:00,2025-10-19 15:36:00,,,,,CNS-00508,,Emily Grant
REF-00876,CLI-0009,ORG-0006,ORG-0001,HIFIS_Referral,internal,crisis_support,routine,accepted,,2025-05-03 22:55:00,2025-05-05 19:12:00,2025-05-08 06:30:00,2025-05-10 03:44:00,,,CNS-03397,,Bailey Stewart
REF-00877,CLI-0462,ORG-0004,ORG-0008,External_Portal,external,housing_support,routine,accepted,,2024-10-11 09:28:00,2024-10-12 06:18:00,2024-10-15 01:28:00,2024-10-17 17:16:00,,,CNS-02272,,Monica Cannon
REF-00878,CLI-0629,ORG-0008,ORG-0006,CA_Module,self_referral,case_management,urgent,accepted,,2025-01-11 14:07:00,2025-01-13 09:44:00,2025-01-14 21:17:00,2025-01-17 21:26:00,,,CNS-03974,,Jennifer Jenkins
REF-00879,CLI-0067,ORG-0007,ORG-0004,HIFIS_Intake,internal,housing_support,routine,completed,,2024-11-25 22:30:00,2024-11-27 07:59:00,2024-11-28 22:53:00,2024-12-01 16:06:00,2024-12-21 16:09:00,,CNS-04825,ENC-00666,Timothy Shannon
REF-00880,CLI-0520,ORG-0005,ORG-0009,HIFIS_Intake,internal,detox_request,routine,accepted,,2026-02-26 22:21:00,2026-02-28 00:20:00,2026-03-02 20:36:00,2026-03-09 14:55:00,,,CNS-00749,,Denise Maxwell
